Type,ID,Profile,Caption,Date,Location,URL,TypeName,MediaCount,Likes,Comments,Video Views,Is Video,Engagement Rate,Hashtags,Mentions,Tagged Users,Followers,Following,Image URL
post,3142805282140584206,ondemandacademy,"คอร์สเรียนฟรี ก็มีน้า 😝 พี่ออนดีมานด์ใจดี แจกคอร์สทดลองเรียนไว้เก็บเกรด 4 แบบจุก ๆ 
.
ทดลองเรียนฟรีกันได้ที่ 👉🏻 Link in Bio
.
#OnDemand #ออนดีมานด์ #โปร7เดือน7 #7เดือน7 #โปรแรง #ลดจุกๆแบบไม่ต้องเจ็บ",2023-07-09 03:00:06,,https://www.instagram.com/p/CudfMC4NfkO,GraphImage,1,476,0,,False,0.9996639784946236,#OnDemand #ออนดีมานด์ #โปร7เดือน7 #7เดือน7 #โปรแรง #ลดจุกๆแบบไม่ต้องเจ็บ,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t39.30808-6/358117421_292552329824612_237405128117704856_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=PoBVeZZ_pUgAX_Mmx_2&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfD-yzWhF6ho6tLECqWL0mvxPoxzdxXpmX93M91hTsXzpg&oe=64F1D79D&_nc_sid=bc0c2c
post,3142400698846806506,ondemandacademy,อยากคะแนนสอบดี มิดเทอมนี้ติวฟรีกับออนดีมานด์ ! #TU #TU87 #tiktokuni #ใจดีพี่ติวให้ออนดีมานด์,2023-07-08 13:36:38,,https://www.instagram.com/p/CucDMlUtAHq,GraphVideo,1,329,0,3541,True,0.6909442204301075,#TU #TU87 #tiktokuni #ใจดีพี่ติวให้ออนดีมานด์,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t51.2885-15/358525148_1379556425982994_7583217275947230384_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=0x8la4J_NhYAX9ODMUo&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC4l-vCSgzItwFzblM217cy983IKVn6_29ry1iegLx63Q&oe=64EF577B&_nc_sid=bc0c2c
post,3142243955961453745,ondemandacademy,"บรรยากาศห้องติวเตรียมอุดม วันนี้! วิชาคณิตศาสตร์ ม.4 
กับพี่โดนัท OnDemad
พี่ออนขอเก็บภาพบรรยากาศมาให้ดูกันแบบกรุบกริบ
.
ใครที่ลงทะเบียนติวเลขกับพี่โดนัทรอบต่อไปไว้
เกียมตัวเลยน้าา รับรองได้ความรู้แน่นๆ เน้นๆ แน่ๆ
และใครที่ลง Onsite มาบอกเลย...
แอร์เย็นมว้าก! เตรียมเสื้อแขนยาวมาด้วยนะครับ 🥶😘
#ติวMidtermเตรียมอุดม #ติวฟรีเตรียมอุดม #ใจดีพี่ติวให้ #ออนดีมานด์",2023-07-08 08:24:51,,https://www.instagram.com/p/CubfjrIs1yx,GraphSidecar,5,1299,0,,False,2.7280745967741935,#ติวMidtermเตรียมอุดม #ติวฟรีเตรียมอุดม #ใจดีพี่ติวให้ #ออนดีมานด์,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t39.30808-6/358657255_293749216371590_7735563463038772929_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Ovn_UtqBKEQAX-O8esB&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfBVPVzlwhcgdfrj83rKFDwKccgxf7cyljYaBKAzRGdUAg&oe=64F26B22&_nc_sid=bc0c2c
post,3142103149494711124,ondemandacademy,#เคล็ดลับ : ทำโจทย์บ่อยๆ ช่วยได้นะ ✌️❤️ ( น้องมายด์ A-LEVEL ฟิสิกส์ 94 คะแนน ) #DEK66 #DEK67 #TCAS67 #tiktokuni,2023-07-08 03:47:29,,https://www.instagram.com/p/Cua_iq5RLNU,GraphVideo,1,735,1,5999,True,1.5456989247311828,#เคล็ดลับ #DEK66 #DEK67 #TCAS67 #tiktokuni,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t51.2885-15/358184336_313828304310749_1732986761357474417_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=o2VC-Q4eaVAAX-smq-1&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBwekEydouKFm4CisIRtZTk0jcAI73wC7zRzeo5t9aq4Q&oe=64EF48E1&_nc_sid=bc0c2c
post,3141416184901607583,ondemandacademy,"พี่ออนดีมานด์จัดส่วนลดให้น้องที่อยากอยากเป็นหมอ เป็นวิศวะ ⚙⚡ เปิดวาร์ปแพ็กเตรียมสอบสำหรับน้อง #DEK67 ติวจบ แบบไม่เจ็บ ลดจุก ๆ 4 วันเท่านั้น
.
เลือกคอร์สใส่ตะกร้า 👉🏻 Link in Bio
.
✔️ เพียงกรอก code 77GET12 ลดทันที 12% (เมื่อสมัครคอร์สเพิ่ม 8,000 บาทขึ้นไป)
✔️ โปรโมชัน เริ่มตั้งแต่ 7-10 กรกฎาคม 2566 
✔️ ส่วนลดใช้ได้ทั้งคอร์ส OnDemand , ทั้งเดี่ยวและแพ็ก
✔️ ไม่สามารถใช้ร่วมกับโปรโมชั่นที่เป็นส่วนลดประจำเดือน และ โปรลูกค้าใหม่“NEW300” 
✔️ ไม่ร่วมส่วนลดจากการแลกคะแนน OD reward 
.
#OnDemand #ออนดีมานด์ #โปร7เดือน7 #7เดือน7 #โปรแรง #ลดจุกๆแบบไม่ต้องเจ็บ",2023-07-07 05:00:13,,https://www.instagram.com/p/CuYjWBQuSCf,GraphSidecar,6,162,0,,False,0.3402217741935484,#DEK67 #OnDemand #ออนดีมานด์ #โปร7เดือน7 #7เดือน7 #โปรแรง #ลดจุกๆแบบไม่ต้องเจ็บ,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t39.30808-6/358540536_292523136494198_6770716390823192680_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=-fc_oEq4Gp4AX-d_f0v&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfCBICaok_sEzC_1djFNlttD_PYnGFrpycoH5w1x-XK-rw&oe=64F32920&_nc_sid=bc0c2c
post,3140930812416118447,ondemandacademy,"🔥 Midterm นี้ พี่ออนติวให้ !! 

รอบนี้พี่ๆ ออนมาติวให้กับน้องๆ เตรียมอุดม #ขอเก็บภาพมาฝาก
.
ติวฟรีครั้งยิ่งใหญ่ กับความร่วมมือระหว่าง 
“สมาคมผู้ปกครองและครูโรงเรียนเตรียมอุดมศึกษา” กับ “พี่ๆ ออนดีมานด์”
.
จัดกิจกรรม ติวฟรี!! Midterm เพิ่มเกรด 
ให้กับน้องทั้งในรูปแบบ Onsite และ Online แบบจุกๆ ถึง 4 รอบเต็ม! 

ตั้งแต่วันที่ 2 - 11 ก.ค. 66 
เพื่อให้น้องเตรียมพร้อมพื้นฐานแน่น 
แม่นเทคนิค เก็บเกรดดี ไม่มีกระเด็นก่อนสอบ Midterm นี้
.
รอบที่ผ่านมาพบกับพี่เคน OnDemand วิชาเคมี กันไปแล้ว และเตรียมตัว! เสาร์นี้เป็นต้นไป พบกับพี่โดนัท OnDemand กับวิชา คณิตศาสตร์ ครับ

น้องๆ โรงเรียนไหนสนใจติวจุกๆ แบบนี้ 
ลองแกล้งๆ ทักมาบอกพี่ออน ได้นะ ^^
.
#ติวMidtermเตรียมอุดม #ติวฟรีเตรียมอุดม #ใจดีพี่ติวให้ #ออนดีมานด์",2023-07-06 12:55:52,,https://www.instagram.com/p/CuW0-66JE6v,GraphSidecar,10,586,0,,False,1.2306787634408602,#ขอเก็บภาพมาฝาก #ติวMidtermเตรียมอุดม #ติวฟรีเตรียมอุดม #ใจดีพี่ติวให้ #ออนดีมานด์,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t39.30808-6/358579724_292654239814421_1343967127446612827_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ocmuCjbTdgoAX-fTnrB&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfAWVUbzc_K_Y5xKU9lmY6yQWjvbOHrxQ0M7c542qxL_Eg&oe=64F1EC7A&_nc_sid=bc0c2c
post,3140887780283147464,ondemandacademy,"พร้อมหรือยัง? พี่เอมี่ชวนมารับโปรฯ ดีๆ 7.7 ลดจุกๆ แบบไม่เจ็บ
เลือกคอร์สใส่ตะกร้า 👉🏻 Link in Bio
.
✔️ ไม่เจ็บ เพราะ ปูพื้นฐานแน่น เน้นความเข้าใจ
✔️ ไม่เจ็บ เพราะ ลดเยอะ ราคาประหยัด เพียงกรอก code 77GET12 ลดทันที 12% (เมื่อสมัครคอร์สเพิ่ม 8,000 บาทขึ้นไป)
✔️ ไม่เจ็บ เพราะ เรียนก่อน เพิ่มโอกาสสอบติด
.
#OnDemand #ออนดีมานด์ #โปร7เดือน7 #7เดือน7 #โปรแรง #ลดจุกๆแบบไม่ต้องเจ็บ #TCAS #TCAS67",2023-07-06 11:30:30,,https://www.instagram.com/p/CuWrMuHJGTI,GraphVideo,1,122,0,2210,True,0.2562163978494624,#OnDemand #ออนดีมานด์ #โปร7เดือน7 #7เดือน7 #โปรแรง #ลดจุกๆแบบไม่ต้องเจ็บ #TCAS #TCAS67,,,47616,66,https://instagram.fbkk6-2.fna.fbcdn.net/v/t51.2885-15/357870456_248532811304767_8891523583538377718_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fbkk6-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=R6JVJX1hWZMAX9xOLwu&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAldE7f973o9NNjzdYIipZUzjS_4pDvLMmpmIOvDfYEzw&oe=64EF2FE2&_nc_sid=bc0c2c
post,3140812173693485814,ondemandacademy,"#DEK67 ไม่เจ็บ เรียนจบ ครบก่อน พร้อมสู่คณะที่ใช่ 
โปรปัง ๆ ลดถึง 12% ให้น้องพร้อมเข้าสู่มหาวิทยาลัย
.
เก็บโค้ด link in bio
.
✔️ เพียงกรอก code 77GET12 ลดทันที 12% (เมื่อสมัครคอร์สเพิ่ม 8,000 บาทขึ้นไป)
✔️ โปรโมชัน เริ่มตั้งแต่ 7-10 กรกฎาคม 2566 
✔️ ส่วนลดใช้ได้ทั้งคอร์ส OnDemand , ทั้งเดี่ยวและแพ็ก
✔️ ไม่สามารถใช้ร่วมกับโปรโมชั่น Norm Pro ของแต่ละเดือน และ โปรลูกค้าใหม่“NEW300” 
✔️ ไม่ร่วมส่วนลดจากการแลกคะแนน OD reward 
กดใส่ตะกร้ารอเลย 👉🏻 https://bit.ly/3pppcG8
.
#OnDemand #ออนดีมานด์ #โปร7เดือน7 #7เดือน7 #โปรแรง #ลดจุกๆแบบไม่ต้องเจ็บ",2023-07-06 09:00:09,,https://www.instagram.com/p/CuWaAf_OQL2,GraphSidecar,7,375,0,,False,0.7875504032258065,#DEK67 #OnDemand #ออนดีมานด์ #โปร7เดือน7 #7เดือน7 #โปรแรง #ลดจุกๆแบบไม่ต้องเจ็บ,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t39.30808-6/358061524_291923579887487_1623193889323679012_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=UyoYuPS180YAX-bGRop&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfCyDokhMxXxa6P7xul1hQsGuvXIk7v9BVT5iQL20aw0Og&oe=64F2280D&_nc_sid=bc0c2c
post,3140752163881575981,ondemandacademy,#เคล็ดลับ : 3 สิ่งสำคัญ สอบติดแน่นอน ✌️❤️ ( น้องไดมอนด์ ที่ 1 แพทย์ จุฬาฯ 66 ) #DEK66 #DEK67 #TCAS67 #tiktokuni,2023-07-06 07:01:34,,https://www.instagram.com/p/CuWMXPfs2Yt,GraphVideo,1,881,1,7213,True,1.852318548387097,#เคล็ดลับ #DEK66 #DEK67 #TCAS67 #tiktokuni,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t51.2885-15/358346041_195585803483489_8595750534062156326_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=aq8ETFNl4PgAX9RZIbA&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBmttqmiffiJOmn_tm-V_UtQWCUtPleqoDv_8aW4aPI1A&oe=64EF1690&_nc_sid=bc0c2c
post,3140721593377881161,ondemandacademy,สอนพี่เล่นหน่อยน้องๆ ด้อมออนดี้,2023-07-06 06:00:11,,https://www.instagram.com/p/CuWFaYfr_xJ,GraphImage,1,461,1,,False,0.9702620967741935,,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t39.30808-6/358077679_18271719235179131_7418984273189292674_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=zZsXEvAVfdIAX88yOLn&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfDjY9muC4nxO5F9G6XnNISVmM-Mank30pX8jigfTZILVQ&oe=64F2BD29&_nc_sid=bc0c2c
post,3140282268228880968,ondemandacademy,ทึเมอย่างแอดถูกใจสิ่งนี้ 💙❤️ #treasure #OnDemand #TCAS67 #treasurereboot,2023-07-05 15:27:32,,https://www.instagram.com/p/CuUhhXEPYpI,GraphVideo,1,697,0,6233,True,1.4637936827956988,#treasure #OnDemand #TCAS67 #treasurereboot,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t51.2885-15/358166709_6406983632723192_5340133938585818183_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=1fJFZgAAXhYAX9mJd0l&edm=APU89FABAAAA&ccb=7-5&oh=00_AfANAJ76rZN0EKz4u_Slt-YO5uwk0isbDL8N4bMvfqMd0A&oe=64EF1DFF&_nc_sid=bc0c2c
post,3139940830597556087,ondemandacademy,#DEK67 ห้ามพลาด !!! เตรียมตัวก่อน มีสิทธิ์ก่อน ไปสมัครกันเลยยยย #TGAT #TCAS67,2023-07-05 04:09:38,,https://www.instagram.com/p/CuTT4yfgyd3,GraphVideo,1,171,0,2561,True,0.35912298387096775,#DEK67 #TGAT #TCAS67,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t51.2885-15/358186622_1307336086571291_1371509898938898282_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=X39M_nDcauEAX_KB-fA&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA9xyp-FVP0NMAekaDzCZSs95I55pNHinEiTYX6Wd4n_w&oe=64EF46B4&_nc_sid=bc0c2c
post,3139906189609190166,ondemandacademy,"[สำนวน] จากพี่แนนนิ 😉
ช่วงสอบมิดเทอมแบบนี้ จำสำนวนไว้ ไปใช้กันได้เลย
Break a leg : เป็นการขอให้ใครโชคดี
(ไม่ได้แช่งให้ใครขาหัก!😬🦿)

อยากได้คำศัพท์ สำนวน ความรู้ภาษาอังกฤษสนุกๆจากพี่แนนนิ
มาเรียนกับพี่แนนนิได้เลย
.
 ===========================
🔔 กดติดตาม @ PremierPrepEng คอร์สอังกฤษบ้านออดีมานด์ได้ทุกช่องทาง
 ===========================
สอบถามรายละเอียดเพิ่มเติม:
💬 Line: @PremierPrep
📞 061-4944424
#PremierPrepbyOndemand #PremierPrep #OnDemand #เรียนภาษาอังกฤษ #PremierTips",2023-07-05 03:00:08,,https://www.instagram.com/p/CuTMAsjtMMW,GraphImage,1,312,0,,False,0.655241935483871,#PremierPrepbyOndemand #PremierPrep #OnDemand #เรียนภาษาอังกฤษ #PremierTips,premierprep,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t39.30808-6/357767943_291553729924472_4090142864271778561_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=ruA2GB5weFsAX_z-rMA&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfDHO8QEnL7VoQdFAufnHFPo378HsVfd9ScW3l-Y6p793g&oe=64F256A5&_nc_sid=bc0c2c
post,3137068408062086437,ondemandacademy,"โปรโมชันประจำเดือน 1 กรกฎาคม- 15 สิงหาคม 2566
.
ซื้อแพ็ก 2 คอร์ส ลด 10%
กรอกโค้ด : 2PGET10
.
ลด 300 บาท
เมื่อสมัครคอร์สขึ้นต่ำ 3,000 บาท
กรอกโค้ด : NEW300
.
รวมถึง OnDemand Reward และ คอร์สราคาพิเศษอีกมากมาย 🎁
ดูรายละเอียดได้ที่ ▶ Link in Bio
.
*เงื่อนไขเป็นไปตามบริษัทกำหนด
#OnDemand #DEK67 #TCAS67 #TU87 #MWIT #KVIS #NETSAT",2023-07-01 05:01:57,,https://www.instagram.com/p/CuJGxiipA0l,GraphSidecar,5,158,0,,False,0.3318212365591398,#OnDemand #DEK67 #TCAS67 #TU87 #MWIT #KVIS #NETSAT,,,47616,66,https://instagram.fbkk6-1.fna.fbcdn.net/v/t39.30808-6/357134013_289488360131009_5326125237595888050_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=instagram.fbkk6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=OIqKRpSSsTEAX8N1Zir&edm=APU89FAAAAAA&ccb=7-5&oh=00_AfD55iQzCyzG1n7ECwotIDp9PrP5ImCMwEmjR3NeVffjVA&oe=64F20290&_nc_sid=bc0c2c
